title,Author,publisher,language,category_1,category_2,year,month,translate
瑪土撒拉的密謀 : 顛覆高齡化社會的迷思,Frank Schirrmacher,臺灣商務印書館股份有限公司,中文,中文書,社會科學,2006,3,T
貓與庄造與兩個女人,谷崎潤一郎,聯合文學出版社股份有限公司,中文,中文書,文學,2006,3,T
嗜書癮君子,Tom Raabe,邊城出版社,中文,中文書,人文,2006,3,T
小黃狗的窩,Byarmbasuren Davaa,野人文化股份有限公司,中文,中文書,青少年文學,2006,3,T
等待野獸投票,Ahmadou Kourouma,大塊文化出版股份有限公司,中文,中文書,文學,2006,3,T
我的二十世紀,蔡秀女,聯合文學出版社股份有限公司,中文,中文書,文學,2006,3,F
新世界藍圖,Martin Wolf,早安財經文化有限公司,中文,中文書,商業財經,2006,3,T
卵子的故事,きくちさかえ/ 鈴木賀世子,木馬文化事業有限公司,中文,中文書,生活,2006,3,T
2年3班漫畫高手,那須正幹,小天下出版,中文,兒童,文學類,2006,4,T
YOU: 你的身體導覽手冊,Michael F.Roizen/ Mehmet C. Oz,遠見天下文化出版股份有限公司,中文,中文書,生活,2006,4,T
弱建築,阮慶岳,田園城市文化事業有限公司,中文,中文書,藝術,2006,4,F
現世,Annie Dillard,大塊文化出版股份有限公司,中文,中文書,文學,2006,4,T
尋找一本繪本， 在沙漠中......,柳田邦男,遠流出版事業股份有限公司,中文,兒童,圖畫書,2006,4,T
2年1班昆蟲博士,那須正幹,小天下出版,中文,兒童,文學類,2006,4,T
Voyage 跟著漫畫家去旅行,Francois Schuiten/Andre Juillard,大辣出版股份有限公司,中文,中文書,圖文漫畫,2006,4,T
蘋果橘子經濟學,Steven D. Levitt/ Stephen J. Dubner,大塊文化出版股份有限公司,中文,中文書,商業財經,2006,4,T
打開史金納的箱子,Lauren Slater,張老師文化事業股份有限公司,中文,中文書,人文,2006,5,T
書家列傳,劉長春,三聯書店（香港）有限公司,中文,中文書,藝術,2006,5,F
尋找山中的塞尚,史作檉,典藏藝術家庭股份有限公司,中文,中文書,藝術,2006,5,F
風之影,Carlos Ruiz Zafón,圓神出版社有限公司,中文,中文書,文學,2006,5,T
生死疲勞,莫言,麥田出版社,中文,中文書,文學,2006,5,F
飛啊! 蝗蟲,田島征三,青林國際出版股份有限公司,中文,兒童,圖畫書,2006,5,T
祕劍．柳生連也齋,五味康祐,木馬文化事業有限公司,中文,中文書,文學,2006,5,T
天生買家: 搶救買無止盡的下一代,Juliet B.Schor,天下雜誌股份有限公司,中文,中文書,社會科學,2006,5,T
丁莊夢,閻連科,麥田出版社,中文,中文書,文學,2006,5,F
紙房子裡的人,Carlos Maria Dominguez,遠流出版事業股份有限公司,中文,中文書,文學,2006,6,T
巴別塔之犬,Carolyn Parkhurst,寶瓶文化事業有限公司,中文,中文書,文學,2006,6,T
追蹤發明的思路,Evan I. Schwartz,臉譜出版社,中文,中文書,商業財經,2006,6,T
美的歷史,Umberto Eco,聯經出版事業股份有限公司,中文,中文書,藝術,2006,6,T
你可以養100隻狗,石川浩二/ いしかわこうじ,典藏藝術家庭股份有限公司,中文,中文書,圖文漫畫,2006,6,T
非品牌,Alex Wipperfurth,大塊文化出版股份有限公司,中文,中文書,商業財經,2006,6,T
芬蘭驚艷,吳祥輝,遠流出版事業股份有限公司,中文,中文書,社會科學,2006,6,F
英格力士,王剛,大塊文化出版股份有限公司,中文,中文書,文學,2006,6,F
在漫長的旅途中,星野道夫,先覺出版股份有限公司,中文,中文書,文學,2006,7,T
葡萄牙早、午、晚,K.M.P.,西遊記,中文,中文書,圖文漫畫,2006,7,T
小孩的宇宙,河合隼雄,親子天下股份有限公司,中文,中文書,社會科學,2006,7,T
亞洲之書．文字．設計: 杉浦康平與亞洲同人的對話,杉浦康平,英屬蓋曼群島商網路與書,中文,中文書,藝術,2006,7,T
熊啊,星野道夫,親子天下股份有限公司,中文,兒童,圖畫書,2006,7,T
志工企業家 : 提昇人類社會的力量,David Bornstein,遠見天下文化出版股份有限公司,中文,中文書,社會科學,2006,7,T
苦煉,Marguerite Yourcenar,木馬文化事業有限公司,中文,中文書,文學,2006,7,T
時光隊伍,蘇偉貞,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2006,7,F
地下花園,Jo Seonkyeong,財團法人基督教台灣信義會附設道聲出版社,中文,兒童,圖畫書,2006,8,T
柔性權力,Joseph Nye,遠流出版事業股份有限公司,中文,中文書,社會科學,2006,8,T
未來在等待的人才,Daniel H. Pink,大塊文化出版股份有限公司,中文,中文書,商業財經,2006,8,T
梅岡城故事,Harper Lee,遠流出版事業股份有限公司,中文,中文書,文學,2006,8,T
日本漫畫60年,Paul Gravett,西遊記文化事業有限公司,中文,中文書,圖文漫畫,2006,8,T
晴空小侍郎,哲也,親子天下股份有限公司,中文,兒童,文學類,2006,8,F
浴室,Jean-Philippe Toussaint,寶瓶文化事業有限公司,中文,中文書,文學,2006,8,T
失落的蔬果,劉克襄,二魚文化事業有限公司,中文,中文書,文學,2006,8,F
便宜是好事,Michael J.Silverstein/ John Butman,商智文化事業股份有限公司,中文,中文書,商業財經,2006,8,T
發掘你的太陽魔力,Lyn Heward/John U.Bacon ,遠見天下文化出版股份有限公司,中文,中文書,人文,2006,8,T
宮前町九十番地,張超英/ 口述 陳柔縉/ 執筆,時報文化出版企業股份有限公司,中文,中文書,人文,2006,9,F
當教授變成學生,Rebekah Nathan,立緒文化事業有限公司,中文,中文書,社會科學,2006,9,T
沃爾瑪效應,Charles Fishman,大塊文化出版股份有限公司,中文,中文書,商業財經,2006,9,T
遺愛基列,Marilynne Robinson,天培出版社,中文,中文書,文學,2006,9,T
本格小說 下,水村美苗,大田出版有限公司,中文,中文書,文學,2006,9,T
寫給患者和家屬的癌症醫療聖經,垣添忠生,如何出版社有限公司,中文,中文書,生活,2006,9,T
本格小說 上,水村美苗,出版社 ／ 大田出版有限公司,中文,中文書,文學,2006,9,T
製作福爾摩沙: 追尋西洋古書中的台灣身影,鄭維中,如果出版,中文,中文書,人文,2006,10,F
謎鴉,葛亮,聯合文學出版社股份有限公司,中文,中文書,文學,2006,10,F
幽冥的火,Vladimir Nabokov,大塊文化出版股份有限公司,中文,中文書,文學,2006,10,T
一個創業家的意外人生,John Wood,商智文化事業股份有限公司,中文,中文書,社會科學,2006,10,T
去帝國: 亞洲作為方法,陳光興,行人出版社,中文,中文書,社會科學,2006,10,F
長尾理論,Chris Anderson,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2006,10,T
我相信,Carlos Fuentes,二魚文化事業有限公司,中文,中文書,文學,2006,10,T
勇敢抉擇: 前惠普執行長Carly Fiorina回憶錄,Carly Fiorina,天下雜誌股份有限公司,中文,中文書,商業財經,2006,11,T
住宅巡禮,中村好文,左岸文化,中文,中文書,藝術,2006,11,T
火裡來， 水裡去 (附CD),張曼娟/ 高岱君,親子天下股份有限公司,中文,中文書,青少年文學,2006,11,F
搖滾記: Bob Dylan自傳,Bob Dylan,大塊文化出版股份有限公司,中文,中文書,藝術,2006,11,T
女人一生的12個禮物,角田光代,茵山外出版,中文,中文書,文學,2006,11,T
小城畸人,Sherwood Anderson,遠流出版事業股份有限公司,中文,中文書,文學,2006,11,T
人生一瞬,詹宏志,馬可孛羅文化事業股份有限公司,中文,中文書,文學,2006,11,F
圖解長期照護新百科,太田仁史/ 三好春樹,大好書屋,中文,中文書,生活,2006,11,T
黑暗時代群像,Hannah Arendt,立緒文化事業有限公司,中文,中文書,人文,2006,11,T
那一百零八天,郝明義,英屬蓋曼群島商網路與書,中文,中文書,生活,2006,12,F
姊姊的守護者,Jodi Picoult,臺灣商務印書館股份有限公司,中文,中文書,文學,2006,12,T
玉山魂,霍斯陸曼.伐伐,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2006,12,F
幸福， 從心開始,栗原英彰/ 栗原弘美,心靈工坊文化事業股份有限公司,中文,中文書,人文,2006,12,T
不要朋友的長耳兔,鬼頭浩惠,三之三文化事業股份有限公司,中文,兒童,圖畫書,2006,12,T
Vaginas陰道: 使用者手冊,Elizabeth Topp/ Carol Livoti,商周出版,中文,中文書,生活,2006,12,T
行星絮語,Dava Sobel,時報文化出版企業股份有限公司,中文,中文書,科普,2006,12,T
地下鄉愁藍調,馬世芳,時報文化出版企業股份有限公司,中文,中文書,文學,2006,12,F
Mind Set!,John Naisbitt,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2006,12,T
數位建築與東方實驗,劉育東,遠見天下文化出版股份有限公司,中文,中文書,藝術,2007,2,F
水田的心情,森雅浩,遠流出版事業股份有限公司,中文,兒童,圖畫書,2007,2,T
台北咖啡Taipei Cafe,韓良露/ 杜祖業/ 簡銘甫/ 李季紋/ 余永寬/ 黃麗如,大辣出版股份有限公司,中文,中文書,圖文漫畫,2007,2,F
象與騎象人,Jonathan Haidt,英屬蓋曼群島商網路與書,中文,中文書,人文,2007,2,T
原味的感動 (附VCD),許詠翔/ 曾荷茹,原水文化,中文,中文書,生活,2007,2,F
一章木椅,趙廣超,三聯書店（香港）有限公司,中文,中文書,藝術,2007,2,F
天安門,史景遷,時報文化出版企業股份有限公司,中文,中文書,人文,2007,2,T
相愛從零開始,Vincent Cuvellier,馬可孛羅文化事業股份有限公司,中文,兒童,文學類,2007,2,T
Post-Office辦公空間經濟學,岸本章弘/ 仲隆介/ 中西泰人/ 馬場正尊/ みかんぐみ,漫遊者文化事業股份有限公司,中文,中文書,藝術,2007,2,T
包公遺骨記,陳桂棣/ 春桃,究竟出版社股份有限公司,中文,中文書,人文,2007,3,F
德語課,Siegfried Lenz,遠流出版事業股份有限公司,中文,中文書,文學,2007,3,T
獨角人,James Lasdun,麥田出版社,中文,中文書,文學,2007,3,T
狼來了!,Bettina Wegenast,時報文化出版企業股份有限公司,中文,中文書,圖文漫畫,2007,3,T
有趣的台灣老插畫,何瑋靖 (太陽臉),華人版圖文化事業有限公司,中文,中文書,圖文漫畫,2007,3,F
心態致勝,Carol S. Dweck,大塊文化出版股份有限公司,中文,中文書,人文,2007,3,T
11個我與城堡,Robert B. Oxnam,時報文化出版企業股份有限公司,中文,中文書,人文,2007,3,T
融入顧客情境: 台灣7-Eleven的共好經營學,張殿文,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2007,3,F
追獵藍色巴爾幹,張桂越,英屬蓋曼群島商網路與書,中文,中文書,文學,2007,4,F
奇想之年,Joan Didion,遠流出版事業股份有限公司,中文,中文書,文學,2007,4,T
微型殺手: 揭開新興傳染病威脅的真相,Madeline Drexler,先覺出版股份有限公司,中文,中文書,科普,2007,4,T
走進加護病房,Joan Cassell,原水文化,中文,中文書,生活,2007,4,T
伊甸園的鸚鵡,Carolyn Parkhurs,寶瓶文化事業有限公司,中文,中文書,文學,2007,4,T
簽名買賣人,Zadie Smith,大塊文化出版股份有限公司,中文,中文書,文學,2007,4,T
福爾摩沙紀事: 馬偕台灣回憶錄,林晚生,前衛出版社,中文,中文書,人文,2007,5,F
最美的時刻,Michael Cornelius,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2007,5,T
越讀者,郝明義,英屬蓋曼群島商網路與書,中文,中文書,人文,2007,5,F
輝丁頓傳奇,Alan Armstrong,維京國際股份有限公司,中文,中文書,青少年文學,2007,5,T
玫瑰的性別,Wesley Stace,天培出版社,中文,中文書,文學,2007,5,T
甲骨文: 流離時空裡的新生中國,Peter Hessler,久周出版文化事業有限公司,中文,中文書,人文,2007,5,T
水的漫舞,王唯工,大塊文化出版股份有限公司,中文,中文書,生活,2007,5,F
老媽，你好嗎?,後藤龍二,三之三文化事業股份有限公司,中文,兒童,圖畫書,2007,5,T
常野物語系列: 光之國度,恩田陸,奇幻基地出版事業部,中文,中文書,文學,2007,5,T
福爾摩沙植物記,潘富俊,遠流出版事業股份有限公司,中文,中文書,科普,2007,6,F
設計的文法,伊達千代/ 內藤タカヒコ,如何出版社有限公司,中文,中文書,藝術,2007,6,T
老師的十二樣見面禮,簡媜,印刻文學生活雜誌出版股份有限公司,中文,中文書,社會科學,2007,6,F
野日記,近藤薰美子,遠流出版事業股份有限公司,中文,兒童,圖畫書,2007,6,T
古典音樂簡單到不行!,吉松隆,如果出版,中文,中文書,藝術,2007,6,T
情感行銷的符碼,Clotaire Rapaille,遠見天下文化出版股份有限公司,中文,中文書,商業財經,2007,6,T
疾風迅雷: 杉浦康平雜誌設計的半個世紀,杉浦康平,雄獅圖書股份有限公司,中文,中文書,藝術,2007,6,T
從山裡逃出來/ 垃圾， 丟啊!,田島征三,親子天下股份有限公司,中文,兒童,圖畫書,2007,6,T
創意黏力學,Chip Heath/ Dan Heath,大塊文化出版股份有限公司,中文,中文書,商業財經,2007,6,T
家離水邊這麼近,吳明益,二魚文化事業有限公司,中文,中文書,文學,2007,6,F
偷書賊,Markus Zusak,木馬文化事業有限公司,中文,中文書,文學,2007,7,T
慢食府城: 台南小吃的古早味全紀錄,王浩一,心靈工坊文化事業股份有限公司,中文,中文書,生活,2007,7,F
喀布爾的書商， 和他的女人,Asne Seierstad,英屬蓋曼群島商網路與書,中文,中文書,文學,2007,7,T
偉大城市的誕生與衰亡: 美國都市街道生活的啟發,Jane Jacobs,聯經出版事業股份有限公司,中文,中文書,藝術,2007,7,T
一個人相撲,櫻桃子,遠流出版事業股份有限公司,中文,中文書,青少年文學,2007,7,T
碧娜．鮑許: 舞蹈. 劇場. 新美學,Jochen Schmidt,遠流出版事業股份有限公司,中文,中文書,藝術,2007,7,T
東京夢清明上河圖,杭侃,商務印書館（香港）有限公司,中文,中文書,藝術,2007,7,F
失物之書,John Connolly,麥田出版社,中文,中文書,文學,2007,7,T
台灣魚達人的海鮮第一堂課,李嘉亮,如果出版,中文,中文書,科普,2007,7,F
時間迴旋,Edward O. Wilson,貓頭鷹出版社,中文,中文書,文學,2007,8,T
科技頑童沃茲尼克,Steve Wozniak/ Gina Smith,遠流出版事業股份有限公司,中文,中文書,商業財經,2007,8,T
夢之棲家: 無蝶庵的慢活世界,洪金珠,時報文化出版企業股份有限公司,中文,中文書,生活,2007,8,F
維基經濟學,Don Tapscott/ Anthony D. Williams,商智文化事業股份有限公司,中文,中文書,商業財經,2007,8,T
快樂學: 修練幸福的24堂課,Matthieu Ricard,天下雜誌股份有限公司,中文,中文書,人文,2007,8,T
江湖在哪裡? 台灣農業觀察,吳音寧,印刻文學生活雜誌出版股份有限公司,中文,中文書,文學,2007,8,F
最後一秒的溫度,Ronlyn Domingue,大塊文化出版股份有限公司,中文,中文書,文學,2007,8,T
白城魔鬼: 奇蹟與謀殺交織的博覽會,Erik Larson,漫遊者文化事業股份有限公司,中文,中文書,文學,2007,8,T
外遇不用翻譯,Pamela Druckerman,大塊文化出版股份有限公司,中文,中文書,人文,2007,9,T
地球行星的旅者: 在旅途中看到自己,柳時和,天下雜誌股份有限公司,中文,中文書,文學,2007,9,T
阿基米德寶典,Reviel Netz/William Noel,遠見天下文化出版股份有限公司,中文,中文書,科普,2007,9,T
